human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
110,PV AUSTRIA,ORGANIZATION,"PV Austria is an organization dedicated to promoting the use and development of photovoltaics (solar energy) in Austria. As an association advocating for photovoltaics, PV Austria plays a significant role in advancing PV strategies and supporting the broader adoption of renewable energy solutions within the country. The organization actively participates in shaping energy policy and fostering sustainable energy initiatives. Furthermore, PV Austria is recognized as a co-author of key studies on the grid connection of renewable energy systems, demonstrating its expertise and leadership in technical and policy aspects of integrating photovoltaics into Austria's energy infrastructure. Through its advocacy, research, and involvement in industry advancements, PV Austria continues to contribute significantly to Austria's transition toward renewable, sustainable energy sources.",2,5,"['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302']",,,,,
111,STAKEHOLDERRUNDEN DES BMK,EVENT,Stakeholder rounds organized by BMK to discuss and address challenges in the grid connection and operation of renewable (especially PV) generation facilities.,1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
112,INFRASTRUKTUREINRICHTUNGEN,ORGANIZATION,"Infrastructure facilities in Austria, including transportation, utility, and other structures evaluated for their potential to host renewable energy installations as identified in the Austrian NIP.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
113,FREIFLÄCHEN,GEO,"Open areas or free land in Austria considered as sites for the deployment of renewable energy systems, especially ground-mounted PV installations.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
114,ERNNEUERBAREN-BESCHLEUNIGUNGSGEBIETE (RENEWABLES ACCELERATION AREAS),GEO,"Designated zones within EU member states, including Austria, where permitting and deployment of renewable energy systems can be expedited under RED III.",1,2,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
115,PRODUKTQUALITÄT,ORGANIZATION,"Product quality is a key element of the quality assurance measures promoted across the renewable/PV value chain; here it comprises organizations, certifications, and standards related to production, installation, repair, and service.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
116,SERVICE,ORGANIZATION,"Service organizations are businesses or providers responsible for installation, ongoing maintenance, and potential repair work on photovoltaic installations.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
117,REPARATUR,ORGANIZATION,Repair organizations offer services for the maintenance and repair of PV equipment and infrastructure in Austria.,1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
118,ENTSORGUNG,ORGANIZATION,"Waste management organizations involved in the responsible disposal, recycling, or repurposing of PV system components at the end of their lifecycle.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
119,JOHANNES HACKNER,PERSON,"Johannes Hackner is an individual associated with the organization EPOOL and PV Austria and is an author or contributor to the study ""Anschluss erneuerbare Energien"".",1,3,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
120,AKTIONSPLAN NETZANSCHLUSS,EVENT,"The Aktionsplan Netzanschluss (Network Connection Action Plan) is a regulatory or policy initiative of E-Control for a seamless grid connection process for customer installations, notably those generating renewable electricity.",1,2,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
121,MUSTER- & LEUCHTTURMPROJEKTE PHOTOVOLTAIK,EVENT,"The Muster- & Leuchtturmprojekte Photovoltaik is a funding program of the Klima- und Energiefonds, supporting exemplary and flagship photovoltaic projects in Austria.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
122,VERTEILNETZ,ORGANIZATION,"The distribution grid (Verteilnetz) is the local infrastructure network in Austria for distributing electricity, increasingly significant due to decentralized renewable and PV generation.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
123,EUROPÄISCHER STROMMARKT,ORGANIZATION,"The European electricity market (europäischer Strommarkt) is the integrated power trading market in Europe, with which Austria interacts through market coupling and power export considerations.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
124,BAU- UND LANDWIRTSCHAFT,ORGANIZATION,"The construction and agricultural sectors (“Bau- und Landwirtschaft”) in Austria, involved as key stakeholders and application areas for innovative integrated photovoltaic applications.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
125,VERKEHRSSEKTOR,ORGANIZATION,"The transportation sector (“Verkehrssektor”) is a critical area in Austria for integrating photovoltaic applications, such as e-mobility and hydrogen production.",1,2,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
126,SMARTES LOKALES ENERGIEMANAGEMENT,ORGANIZATION,"Smart local energy management refers to the systems and processes that optimize the local generation, storage, and consumption of electricity, particularly from PV, in private households and companies.",1,2,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
127,WÄRMEPUMPE,ORGANIZATION,"The heat pump (Wärmepumpe) sector, referenced as a key technological component of Austria’s energy transition and the integration of decentralized renewable power.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
128,WASSERSTOFF,ORGANIZATION,"The hydrogen (Wasserstoff) sector is an emerging technological field in Austria and Europe for energy storage, transformation, and as part of sector coupling strategies with renewables.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
129,E-MOBILITÄT,ORGANIZATION,"E-mobility (E-Mobilität) is the electric vehicle sector, referenced as a key area for integration with solar energy and Austria’s energy transition strategy.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
130,ERNEUERBARE ENERGIEN,ORGANIZATION,"Renewable energies (“erneuerbare Energien”) is the collection of organizations, technologies, and industries in Austria involved in producing energy from renewable sources, including solar PV.",1,4,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
131,KUND:INNENANLAGEN,ORGANIZATION,"Customer installations (Kund:innenanlagen) refer to private and commercial energy generation assets, such as rooftop PV systems, which require seamless grid connection solutions as referenced in Austrian regulation.",1,2,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
132,INDUSTRIELLE UND GEWERBLICHE PROZESSE,ORGANIZATION,"Industrial and commercial processes (“industriellen und gewerblichen Prozessen”) in Austria, mentioned as sectors where PV-generated power is to be utilized through load management and smart technologies.",1,1,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,
133,EUROPÄISCHER MARKT,GEO,"The European market refers to the interconnected electricity and energy markets across Europe, where generation and pricing trends—including those for PV energy—are coordinated and observed across member countries.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
134,ANLAGENBETREIBER:INNEN,PERSON,"Anlagenbetreiber:innen (plant operators) include all persons or businesses responsible for operating photovoltaic installations in Austria, ensuring expansion and compliance with financial, legal, and technical frameworks.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
135,ERGEBNISAUSBAU-GESETZ (EAG),ORGANIZATION,"The Erneuerbaren-Ausbau-Gesetz (EAG) is Austria’s Renewable Energy Expansion Act, which establishes policies for market premiums and incentives promoting renewable energy projects, including PV.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
136,EMOBILITÄT,EVENT,"E-Mobilität refers to the broad transition to electric mobility, including infrastructure and market initiatives for electric vehicles and their synergy with renewable electricity.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
137,PV-RAHMENBEDINGUNGEN,EVENT,"PV-Rahmenbedingungen describes the regulatory and policy framework affecting the operation, support, and profitability of photovoltaic installations in Austria.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
138,STROMNETZE,ORGANIZATION,"Stromnetze refers to the electricity grid operators in Austria who are responsible for integrating and managing electricity production and storage, including from PV.""",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
139,GROSSSPEICHER,ORGANIZATION,Großspeicher refers to companies or projects developing and managing large-scale electric energy storage systems—primarily for grid balancing and PV integration—in Austria.,1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
140,WASSERSTOFF-ELEKTROLYSEURE,ORGANIZATION,"Wasserstoff-Elektrolyseure refers to organizations, equipment operators, and projects dedicated to producing hydrogen via electrolysis for long-term energy storage in Austria.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
141,ANREIZE UND FÖRDERUNGEN,EVENT,Anreize und Förderungen (incentives and subsidies) refer to ongoing national or regional programs or events that provide financial or regulatory support for PV expansion in Austria.,1,5,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
142,13 AKTIONSPLAN NETZANSCHLUSS,EVENT,"The ""13 Aktionsplan Netzanschluss"" is an official Austrian action plan regarding grid connection policies published in July 2023 by E-Control.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
143,AKTIONSPLAN NETZANSCHLUSS 2023,EVENT,"""AKTIONSPLAN NETZANSCHLUSS 2023"" is a strategic action plan released in Austria in 2023 by E-Control, the country's energy regulatory authority. This comprehensive document serves as a detailed regulatory guide focused on facilitating the connection of renewable energy sources, with particular emphasis on photovoltaic installations, to the national electricity grid. The plan outlines clear procedures, regulations, and requirements for the seamless integration of these energy sources, aiming to support Austria's transition to sustainable energy and to enhance the efficiency and reliability of grid operations. By providing a structured framework for network integration, ""AKTIONSPLAN NETZANSCHLUSS 2023"" plays a key role in advancing Austria’s renewable energy objectives.",2,2,"['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
144,MARKTPRÄMIE,EVENT,"The ""Marktprämie"" (market premium) is a support instrument for PV operators, introduced via Austria’s EAG, to promote the profitability of renewables by compensating for market price differences.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
145,UMSATZSTEUER-BEFRREIUNG 2024/2025,EVENT,The VAT exemption for PV systems up to 35 kWp in 2024 and 2025 is a temporary fiscal measure in Austria to increase investment in solar power.,1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
146,UMSATZSTEUER,EVENT,"Umsatzsteuer (value-added tax or VAT) pertains to taxation issues for photovoltaic operators, particularly the 2024/2025 exemption.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
147,NOTSTROMSYSTEME,ORGANIZATION,"Notstromsysteme (emergency power systems) are systems and suppliers that ensure electricity to critical consumers during grid outages, referenced as part of resilience measures in Austria.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
148,ERSATZSTROMSYSTEME,ORGANIZATION,Ersatzstromsysteme (backup power systems) refer to organizational or technological solutions guaranteeing almost complete electricity supply for households or enterprises in case of power outage.,1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
149,VERORDNUNGEN,EVENT,"Verordnungen (regulatory decrees) are legal instruments passed by government agencies, used to set subsidy amounts and adapt regulation for PV and storage in Austria.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
150,RANDZEITEN,EVENT,Randzeiten (fringe times) refer to edge periods—morning/evening or winter—when optimized PV systems can enhance yields.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
151,WINTERZEITEN,EVENT,Winterzeiten (winter times) signify the winter periods targeted by certain PV plant orientations in Austria.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
152,STROMMARKTPREISE,EVENT,"Electricity market prices are dynamic prices on the Austrian and European energy markets, sometimes becoming very low or even negative during strong PV production.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
153,BI-DIREKTIONALES LADEN,EVENT,"Bidirektionales Laden (bidirectional charging) describes the use of electric vehicles both for consumption and grid storage, referenced as an emerging business model and incentive target.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
154,EABG,ORGANIZATION,"Abbreviation not explicitly defined in the text, but contextually the EABG is responsible for regulations and promotion of photovoltaic applications on infrastructures such as large parking lots, especially regarding their legal or technical facilitation.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
155,BUNDESVERBAND NEUE ENERGIEWIRTSCHAFT (BNE) E.V.,ORGANIZATION,"BUNDESVERBAND NEUE ENERGIEWIRTSCHAFT (BNE) E.V. is a German-based association that plays a significant role in advancing new energy economies within Germany. Also known as the Federal Association of New Energy Industry (bne) e.V. or the German Federal Association for New Energy Economics (bne e.V.), the organization is recognized for its advocacy and expertise in the field of renewable energy economics. BNE e.V. is particularly noted for its contributions to best practices in the development of solar parks, especially emphasizing biodiversity-friendly approaches. The association conducts research, undertakes studies, and provides policy advice and guidelines aimed at integrating biodiversity conservation within the implementation of solar energy projects. By promoting the coexistence of solar infrastructure and ecological sustainability, BNE e.V. supports the transition towards environmentally responsible and economically viable renewable energy solutions in Germany. Its efforts are frequently referenced and serve as benchmarks within the industry for successfully aligning energy production with ecological best practices.",3,4,"['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
156,UNI KLAGENFURT,ORGANIZATION,"UNI KLAGENFURT, also known as the University of Klagenfurt, is an Austrian academic institution recognized for its active involvement in research related to renewable energies. The university engages in a wide range of energy research projects, with particular emphasis on the area of photovoltaics. In addition to its scientific research activities, UNI KLAGENFURT conducts annual studies assessing public opinion and attitudes toward renewable energy sources. These efforts contribute valuable data and insights into the advancement of renewable energy technologies and the understanding of societal perspectives on energy transition within Austria.",2,5,"['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
157,WU WIEN,ORGANIZATION,"Vienna University of Economics and Business (WU Wien) is an academic institution in Austria that conducts research on renewable energies and the social acceptance of these technologies. WU Wien actively contributes to reports and studies focused on renewable energy issues within Austria, providing important insights and analysis related to the country’s evolving energy landscape. Through its research activities, the university enhances understanding of both technical and societal aspects of renewable energy adoption, supporting Austria’s efforts towards sustainable energy solutions.",2,5,"['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
158,OEGUT,ORGANIZATION,The Austrian Society for Environment and Technology (ÖGUT) is an organization that documents and disseminates best practices and methodological information regarding social innovation in the context of the energy transition.,1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
159,"AUSTRIAN FEDERAL GOVERNMENT (""BUND"")",ORGANIZATION,The Austrian Federal Government is the national governing body responsible for deploying photovoltaic systems on its buildings where technically and economically feasible.,1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
160,PV-BIODIVERSITÄTSANLAGEN,EVENT,"Biodiversity PV installations are solar installations (often ground-mounted) designed to create habitats with high biological diversity and improve soil quality, in addition to generating renewable electricity.",1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
161,PHOTOVOLTAIK-PROJEKTE,EVENT,"Photovoltaic projects are solar power installations of various scales, taking place in Austria with high public support according to recent studies.",1,4,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
162,LÄRMSCHUTZWÄNDE,GEO,"Noise barriers, especially along roads and railways in Austria, are highlighted as infrastructure elements for additional photovoltaic expansion and technical integration.",1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
163,BETRIEBSANLAGEN,GEO,"Commercial or operational facilities in Austria are potential sites for PV installations, mentioned as part of built environment strategies in the national photovoltaics policy.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
164,GEBÄUDEINTEGRIERTE LEUCHTTURMPROJEKTE,EVENT,"Flagship, building-integrated photovoltaic projects are referenced as model examples to be implemented nationwide to showcase innovative solutions and best practices.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
165,FREIFLÄCHENANLAGEN,EVENT,"Ground-mounted solar plants, “Freiflächenanlagen,” are a focus of both biodiversity goals and social acceptance measures within the Austrian PV strategy.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
166,GEBÄUDE DES BUNDES,GEO,Federal government buildings in Austria are specifically named as sites where photovoltaic installations are to be implemented where technically and economically feasible.,1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
167,STRASSEN- UND BAHNBEREICH,GEO,Road and rail sectors are specified areas in Austria where regulation and deployment of PV installations on noise barriers and other infrastructure are being evaluated.,1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
168,PLANTEN UND TIERE,PERSON,"Non-human entities: the text references plants and animals as benefiting from the creation of habitats in biodiversity PV installations, fulfilling ecosystem and environmental goals.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
169,NINA HAMPL,PERSON,"Nina Hampl is a co-author of the cited study from Uni Klagenfurt and WU Wien, evaluating public opinion around renewable energy and photovoltaics in Austria.",1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
170,METHODEN ZUR FÖRDERUNG SOZIALER INNOVATION,EVENT,"Methods and approaches for fostering social innovation, referenced in official documentation, are a set of tools for public participation and acceptance building in the context of Austria’s energy transition.",1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
171,NET ZERO INDUSTRY ACT,EVENT,"The Net Zero Industry Act (NZIA) is a legislative initiative introduced by the European Union (EU) as a key component of its Green Industrial Plan. The primary objective of the NZIA is to accelerate the production and deployment of clean technologies within the EU, thereby supporting the transition to a sustainable, low-carbon economy. This initiative seeks to significantly reduce greenhouse gas emissions by promoting sustainable industrial practices and facilitating the energy transition. Additionally, the NZIA establishes policy measures that enable and mandate a minimum share of European value creation in major industrial projects, including sectors such as photovoltaics. By doing so, the Act aims to enhance the EU's energy independence, strengthen competitiveness, and ensure that a substantial portion of the economic benefits from clean technology development remain within the region. Overall, the Net Zero Industry Act positions the EU as a leader in sustainable industrial policy while supporting the growth of domestic industries essential for achieving climate and energy goals.",2,1,"['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",,,,,
172,EU-TAXONOMY,EVENT,"The EU-Taxonomy is an EU regulation that provides a classification system, defining criteria for ecological sustainability in investments. It aims to guide capital flows into sustainable projects and is a reference point for investors, companies, and member states to prevent market fragmentation.",1,3,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
173,AUSTRIAN GREEN FINANCE AGENDA,EVENT,"The Austrian Green Finance Agenda is a comprehensive policy reform under Austria’s Recovery and Resilience Plan (2020-2026). It encompasses 25 measures to boost climate-friendly investments, promote innovation, and systematically redirect financial resources towards achieving Austria’s climate and energy goals.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
174,AUSTRIAN RECOVERY AND RESILIENCE PLAN,EVENT,"The Austrian Recovery and Resilience Plan (Aufbau- und Resilienzplan) is Austria’s national plan under the EU’s post-Covid recovery program, focused on reforms and investments—especially in the green and digital sectors—between 2020 and 2026.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
175,GREEN FINANCE ALLIANCE,ORGANIZATION,Green Finance Alliance is an Austrian financial sector alliance aimed at aligning the portfolios of participating domestic financial companies with the 1.5-degree climate target and expanding green activities within their core business.,1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
176,AUSTRIAN GREEN INVESTMENT PIONEERS PROGRAM,ORGANIZATION,"The Austrian Green Investment Pioneers Program (klimaaktiv) is a program to support sustainable investment and innovation, fostering pioneering climate projects in Austria.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
